text,source,lang
"Kmart Plucks New CEO from Yum NEW YORK (Reuters) - Kmart Holding Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=KMRT.O target=/stocks/quickinfo/fullquote""&gt;KMRT.O&lt;/A&gt; on Monday said it appointed Aylwin Lewis president and chief executive officer, effective immediately.",ag_news:business,en
"Fed raises key overnight lending rate by 25bps to 1.75 NEW YORK, September 21 (newratings.com) - The US Federal Reserve raised the interest rates by a quarter percentage point today, in-line with the broad expectations.",ag_news:business,en
"Icahn Files Suit vs. Mylan Laboratories Billionaire investor Carl Icahn filed a federal lawsuit against Mylan Laboratories Inc. and asset manager Richard C. Perry on Monday, accusing Perry of a vote-buying scheme intended to help Mylan acquire King Pharmaceuticals Inc.",ag_news:business,en
"Rents slip as vote nears on controls As the Boston City Council prepares to vote this month on a form of rent control, a survey released yesterday found that the average rent for a new lease is \$90 a month lower than two years ago, a sign of continuing softness in the rental market.",ag_news:business,en
Update 1: Interbrew Shareholders Back Ambev Linkup Shareholders of Belgian brewer Interbrew SA gave unanimous backing Friday to the linkup of their family company with Brazil #39;s Ambev to form the world #39;s largest brewer by volume.,ag_news:business,en
"Oracle to Issue Tender Results Saturday Oracle Corp. (ORCL.O: Quote, Profile, Research) said it would report preliminary results of its \$8.8 billion hostile tender offer for PeopleSoft (PSFT.",ag_news:business,en
"Citigroup Tries to Repair Its Image in Japan Citigroup said Monday that it would close an investment management unit in Japan and pledged to strengthen oversight of its entire Japanese operation, five weeks after regulators",ag_news:business,en
"YUKOS Cuts 2004 Forecast Due to Tax Row MOSCOW (Reuters) - Russia's top oil exporter YUKOS cut its crude output forecast for 2004 on Monday due to a tax dispute with the state, in a move analysts said was a sign that Russia's prolific oil growth was set to slow down.",ag_news:business,en
"Lucent turns on HSDPA upgrade MURRAY HILL, NJ - Lucent Technologies has released a software upgrade for its wireless equipment that will allow operators to support high-speed data packet access (HSDPA) connections in 3G networks.",ag_news:business,en
"Oil-for-Food Investigation: Saddam's Regime Made More Than \$21B Saddam Hussein's regime made more than \$21.3 billion in illegal revenue by subverting the U.N. oil-for-food program -- more than double previous estimates, according to congressional investigators.",ag_news:business,en
"Toyota Q2 Earnings Slip 1 Percent Toyota reported a profit of \$2.8 billion for the July-September quarter, down 1 percent from \$2.836 billion a year ago. The auto maker recorded group net profit of \$5.",ag_news:business,en
"EU-US Plane Fight May Find Peaceful Deal GENEVA (Reuters) - Washington and Brussels may have gone for their guns in a fight over plane subsidies, firing off huge tit-for-tat cases at the World Trade Organization (WTO), but analysts say a peaceful deal may yet be done.",ag_news:business,en
Stocks Tumble; Greenspan Jolts Investors NEW YORK (Reuters) - U.S. stocks fell sharply on Friday as investors were jolted by a \$2 jump in oil prices and a warning from Federal Reserve Chairman Alan Greenspan that the dollar had further to fall.,ag_news:business,en
"EADS Targets \$10 Billion in US Defense Revenue EADS is targeting \$10 billion in defense and security sales in the United States, its top managers said on Thursday, setting an ambitious goal for the European aerospace giant as it looks to crack the world #39;s richest defense market.",ag_news:business,en
Spitzer puts Wall Street #39;s top insurers in his sights Eliot Spitzer showed once again why he is Wall Street #39;s worst nightmare yesterday when he launched a scathing attack on the insurance industry that could lead to criminal charges against leading executives.,ag_news:business,en
"Monsanto Posts Loss on Herbicide Sales KANSAS CITY, Mo. (Reuters) - Agrochemical company Monsanto Co. on Wednesday posted a quarterly net loss on a drop in U.S. sales of the herbicide Roundup.",ag_news:business,en
"Barrick Gold Earnings Fall on Lower Sales Barrick Gold Corp., the world #39;s second-largest producer of gold, reported slightly lower third-quarter earnings due to lower sales and higher costs, partly offset by higher gold prices.",ag_news:business,en
Where Have All the Chief Financial Officers Gone? The push for better ethics and transparent accounting in corporate America has had an unexpected side effect: more finance chiefs are calling it quits.,ag_news:business,en
"Barclays looks to buy Absa stake UK lender Barclays is in talks with South Africa #39;s Absa about buying a majority stake in the bank. The move would quot;immediately quot; boost earnings and profit, and quot;enhance the bank #39;s existing successful African operations quot;, Barclays said.",ag_news:business,en
"Oil Prices Halt Three-Day Losing Streak Oil prices rose modestly today, halting a three-day losing streak on profit-taking from record highs near \$50 a barrel.",ag_news:business,en
"New EU finance chief slams call for budget cut (AFP) AFP - The EU's new budget chief criticised calls by the bloc's richest states to limit EU spending to one percent of gross national income (GNI), saying it would not amount to a freeze but a big funding cut.",ag_news:business,en
"Mutual Funds Opt to Liquidate Some of the nations more than 8,000 mutual funds are shutting their doors, as their manag- ers confront a lackluster stock market, great- er regulatory scrutiny and higher costs.",ag_news:business,en
U.S. Stocks Gain as Oil Eases NEW YORK (Reuters) - U.S. stocks made gains in light volume on Friday as investors were encouraged about the prospects for corporate profits after oil prices eased from their peak.,ag_news:business,en
Ex-Citigroup execs under scrutiny of regulators WASHINGTON (Dow Jones/AP) - Financial services giant Citigroup says the Securities and Exchange Commission is considering recommending charges against two of its former employees and a current worker.,ag_news:business,en
"Blue Chips Nudge Ahead, Oil Eases NEW YORK (Reuters) - U.S. blue chips were little changed on Tuesday as an upgrade on Caterpillar Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=CAT.N target=/stocks/quickinfo/fullquote""&gt;CAT.N&lt;/A&gt; and a three-session drop in oil prices offset weakness in technology shares.",ag_news:business,en
Colorado telecom on buyout streak Englewood-based Evolving Systems is proving that Denver #39;s telecom industry still has some pizazz left after the dot-com meltdown.,ag_news:business,en
Broker sued in bid-rig inquiry A San Diego insurance brokerage has been sued by New York Attorney General Elliot Spitzer for allegedly soliciting payoffs in exchange for steering business to preferred insurance companies.,ag_news:business,en
"Costello to steer Group of 20 TREASURER Peter Costello will chair the 2006 meeting of the Group of 20, which brings together the finance ministers and central bankers from the leading industrial and developing nations.",ag_news:business,en
"YUKOS Gets Hearing as It Tries Stop Sale HOUSTON (Reuters) - A U.S. bankruptcy judge will hear arguments on Thursday in Russian oil company Yukos' &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=YUKO.MM target=/stocks/quickinfo/fullquote""&gt;YUKO.MM&lt;/A&gt; request to stop the impending auction of its main production unit.",ag_news:business,en
Google Desktop Search Doesn #39;t Threaten Security Opinion: Privacy hysterics bring old whine in new bottles to the Internet party. The desktop search beta from this Web search leader doesn #39;t do anything you can #39;t do already.,ag_news:business,en
"Charles River, the Outsourced Expert Charles River dishes out advice to clients. It looks like the company is also taking its own advice.",ag_news:business,en
"Retail discord ringing over charity's bells This holiday season's retail conundrum: to silence the bells, or let them ring. As the Salvation Army kicks off its annual red-kettle program today, a growing number of retailers, from Best Buy to Target, are banning Salvation Army bell ringers from their doors -- to avoid having to choose between competing charities and out of concern for customers, they say.",ag_news:business,en
"Commodities power Goldman profit NEW YORK (CBS.MW) -- Goldman Sachs Group said Tuesday that its third-quarter net income rose as its fixed-income, currencies and commodities trading operation recorded sales that were nearly \$1 billion ahead of year-ago levels, driven by rising energy",ag_news:business,en
"Zurich Financial Executives Plead Guilty in Probe (Update2) Two executives at Zurich Financial Services AG, the third-biggest US commercial insurer, pleaded guilty to charges they helped rig bids to help an insurance broker give business to favored clients.",ag_news:business,en
Packer #39;s PBL signs deal to build complex on Macau ELEANOR HALL: Australia #39;s most famous punter is making a push into the fast growing and lucrative Asian gaming industry. Kerry Packer #39;s media and casino company PBL has signed a joint venture deal with a leading,ag_news:business,en
